seed,ita,N,steps,stop_threshold,debug,omega,parallel,occupied_pixels,occupancy,bbox_density,perimeter,perimeter_per_occupied,R_g,D_est,D_r,max_width,height,aspect_ratio,top_row_fraction,touches_top,endpoints,branchpoints,skeleton_length,branching_ratio
15,1.8,300,10000,0.1,False,1.88,True,3815,0.042388888888888886,0.042388888888888886,3699,0.9695937090432504,205.78386146851074,1.2789977265604437,0.9921624316730666,300,300,1.0,1.0,1,819,288,2742,0.3516483516483517
16,1.8,300,10000,0.1,False,1.88,True,3768,0.04186666666666667,0.04186666666666667,3656,0.970276008492569,198.05689713075273,1.331482506361215,0.9988830845444051,300,300,1.0,1.0,1,775,262,2695,0.33806451612903227
17,1.8,300,10000,0.1,False,1.88,True,3784,0.04204444444444445,0.04204444444444445,3667,0.9690803382663847,203.33608620578977,1.3073549220576044,0.9981633492782647,300,300,1.0,1.0,1,804,257,2696,0.31965174129353235
18,1.8,300,10000,0.1,False,1.88,True,3787,0.042077777777777776,0.042077777777777776,3659,0.9662001584367573,198.00674878406255,1.2789977265604437,0.9983608785794282,300,300,1.0,1.0,1,817,275,2682,0.33659730722154224
19,1.8,300,10000,0.1,False,1.88,True,3865,0.042944444444444445,0.042944444444444445,3722,0.9630012936610608,199.78147570191584,1.2652573583493902,0.9963693285831512,300,300,1.0,1.0,1,826,245,2683,0.2966101694915254
20,1.8,300,10000,0.1,False,1.88,True,3771,0.0419,0.0419,3659,0.9702996552638558,200.05350451116078,1.331482506361215,0.9969853301490413,300,300,1.0,1.0,1,793,271,2693,0.3417402269861286
21,1.8,300,10000,0.1,False,1.88,True,3648,0.04053333333333333,0.04053333333333333,3532,0.9682017543859649,198.9028879296487,1.2789977265604437,0.9983608785794282,300,300,1.0,1.0,1,800,241,2620,0.30125
22,1.8,300,10000,0.1,False,1.88,True,3996,0.0444,0.0444,3859,0.9657157157157157,200.70795121689045,1.3440279968426296,0.999991481185942,300,300,1.0,1.0,1,798,245,2862,0.30701754385964913
23,1.8,300,10000,0.1,False,1.88,True,3750,0.041666666666666664,0.041666666666666664,3621,0.9656,206.81993778808334,1.1768184773073502,0.9962585288516254,300,300,1.0,1.0,1,846,260,2680,0.3073286052009456
24,1.8,300,10000,0.1,False,1.88,True,3706,0.04117777777777778,0.04117777777777778,3595,0.9700485698866703,197.90542694436476,1.3219280948873626,0.9994781288652365,300,300,1.0,1.0,1,779,257,2650,0.3299101412066752
0,2.0,300,10000,0.1,False,1.9,True,3168,0.0352,0.0352,3093,0.9763257575757576,202.6449693080452,1.236965594166206,0.9996994375475492,300,300,1.0,1.0,1,654,202,2252,0.308868501529052
1,2.0,300,10000,0.1,False,1.9,True,3155,0.035055555555555555,0.035055555555555555,3067,0.972107765451664,201.44485861348426,1.1923319251176625,0.9984711196910154,300,300,1.0,1.0,1,653,187,2288,0.28637059724349156
2,2.0,300,10000,0.1,False,1.9,True,2916,0.0324,0.0324,2834,0.9718792866941015,200.2321526428486,1.160964047443681,0.9991500159408313,300,300,1.0,1.0,1,578,195,2137,0.3373702422145329
3,2.0,300,10000,0.1,False,1.9,True,3228,0.035866666666666665,0.035866666666666665,3154,0.9770755885997522,200.895269311456,1.2772944258388188,0.998824394520964,300,300,1.0,1.0,1,675,211,2333,0.3125925925925926
4,2.0,300,10000,0.1,False,1.9,True,3391,0.037677777777777775,0.037677777777777775,3305,0.9746387496313772,204.0393998068697,1.2512501702645917,0.9989530800530214,300,300,1.0,1.0,1,694,218,2487,0.31412103746397696
5,2.0,300,10000,0.1,False,1.9,True,3584,0.039822222222222224,0.039822222222222224,3490,0.9737723214285714,206.68075756314374,1.3639602272816,0.9987960142180536,300,300,1.0,1.0,1,776,242,2575,0.3118556701030928
6,2.0,300,10000,0.1,False,1.9,True,3075,0.034166666666666665,0.034166666666666665,3001,0.9759349593495935,202.45793781762634,1.2223924213364479,0.9945286845423195,300,300,1.0,1.0,1,647,180,2228,0.2782071097372488
7,2.0,300,10000,0.1,False,1.9,True,3295,0.03661111111111111,0.03661111111111111,3201,0.9714719271623672,205.07513779004384,1.2789977265604435,0.9959091897333434,300,300,1.0,1.0,1,728,230,2379,0.3159340659340659
8,2.0,300,10000,0.1,False,1.9,True,3217,0.03574444444444445,0.03574444444444445,3113,0.9676717438607398,199.30403855016579,1.2617809780285068,0.99911789415662,300,300,1.0,1.0,1,669,208,2323,0.3109118086696562
9,2.0,300,10000,0.1,False,1.9,True,3356,0.03728888888888889,0.03728888888888889,3264,0.9725864123957092,194.65696271822424,1.2772944258388188,0.9922363067384491,300,300,1.0,1.0,1,707,225,2421,0.31824611032531824
10,2.0,300,10000,0.1,False,1.9,True,3286,0.03651111111111111,0.03651111111111111,3191,0.9710894704808277,206.3991340977463,1.2652573583493902,0.9999387863795509,300,300,1.0,1.0,1,685,201,2376,0.2934306569343066
11,2.0,300,10000,0.1,False,1.9,True,3673,0.04081111111111111,0.04081111111111111,3583,0.9754968690443779,201.10121890488708,1.292481250360578,0.9995102451821031,300,300,1.0,1.0,1,791,224,2666,0.2831858407079646
12,2.0,300,10000,0.1,False,1.9,True,3317,0.03685555555555556,0.03685555555555556,3228,0.9731685257763039,201.74613768283822,1.207518749639422,0.9951136631903744,300,300,1.0,1.0,1,716,205,2364,0.28631284916201116
13,2.0,300,10000,0.1,False,1.9,True,3092,0.034355555555555556,0.034355555555555556,3000,0.9702457956015524,207.04179681268616,1.2652573583493902,0.9927542119975299,300,300,1.0,1.0,1,638,189,2207,0.2962382445141066
14,2.0,300,10000,0.1,False,1.9,True,3354,0.03726666666666666,0.03726666666666666,3276,0.9767441860465116,200.6193206219128,1.2789977265604437,0.9983608785794282,300,300,1.0,1.0,1,741,223,2430,0.300944669365722
15,2.0,300,10000,0.1,False,1.9,True,3412,0.03791111111111111,0.03791111111111111,3336,0.977725674091442,206.87163504947264,1.2924812503605787,0.9998020117003967,300,300,1.0,1.0,1,737,179,2471,0.24287652645861602
16,2.0,300,10000,0.1,False,1.9,True,3111,0.03456666666666667,0.03456666666666667,3033,0.9749276759884281,203.55567437019783,1.2924812503605787,0.9998020117003967,300,300,1.0,1.0,1,654,215,2275,0.3287461773700306
17,2.0,300,10000,0.1,False,1.9,True,3329,0.03698888888888889,0.03698888888888889,3246,0.9750675878642235,202.66940112409074,1.292481250360578,0.9915728761364886,300,300,1.0,1.0,1,714,205,2460,0.28711484593837533
18,2.0,300,10000,0.1,False,1.9,True,3247,0.03607777777777778,0.03607777777777778,3150,0.9701262704034493,200.655580908373,1.2924812503605787,0.9998020117003967,300,300,1.0,1.0,1,659,211,2340,0.3201820940819423
19,2.0,300,10000,0.1,False,1.9,True,3331,0.03701111111111111,0.03701111111111111,3241,0.9729810867607325,206.33545362733113,1.2512501702645917,0.9968200536311315,300,300,1.0,1.0,1,721,208,2394,0.2884882108183079
20,2.0,300,10000,0.1,False,1.9,True,3112,0.03457777777777778,0.03457777777777778,3035,0.9752570694087404,200.92943980783653,1.1923319251176625,0.9912632780869424,300,300,1.0,1.0,1,644,195,2262,0.3027950310559006
21,2.0,300,10000,0.1,False,1.9,True,3333,0.037033333333333335,0.037033333333333335,3246,0.9738973897389739,199.43461338619645,1.3362126709857483,0.9999809532937368,300,300,1.0,1.0,1,676,185,2378,0.27366863905325445
22,2.0,300,10000,0.1,False,1.9,True,3093,0.03436666666666666,0.03436666666666666,3008,0.972518590365341,204.4550902556797,1.1768184773073502,0.9999258990948571,300,300,1.0,1.0,1,654,209,2243,0.3195718654434251
23,2.0,300,10000,0.1,False,1.9,True,2872,0.03191111111111111,0.03191111111111111,2794,0.9728412256267409,208.0396220230087,1.2789977265604437,0.9983608785794282,300,300,1.0,1.0,1,598,171,2082,0.28595317725752506
24,2.0,300,10000,0.1,False,1.9,True,3409,0.03787777777777778,0.03787777777777778,3302,0.9686124963332355,200.94552821467545,1.3057173560411741,0.9949690953578275,300,300,1.0,1.0,1,721,235,2468,0.3259361997226075
